"","date","no","no2","o3"
"139",2018-01-06 18:00:00,"5.54692",27.6515,28.03959
"140",2018-01-06 19:00:00,"4.35328",24.84072,32.48002
"141",2018-01-06 20:00:00,"2.66814",22.13598,38.16776
"142",2018-01-06 21:00:00,"2.10642",19.86728,47.54755
"143",2018-01-06 22:00:00,"2.07132",19.59732,52.23745
"144",2018-01-06 23:00:00,"1.68514",16.41189,51.68863
"145",2018-01-07 00:00:00,"2.34408",16.92307,46.63286
"146",2018-01-07 01:00:00,"0.89075",10.08068,53.41824
"147",2018-01-07 02:00:00,"0.66806",7.61451,56.87745
"148",2018-01-07 03:00:00,"missing",8.04653,54.78197
"149",2018-01-07 04:00:00,"0.66806",7.02059,55.8796
"150",2018-01-07 05:00:00,"missing",7.61578,53.73422
"151",2018-01-07 06:00:00,"1.61742",9.29044,47.74712
"152",2018-01-07 07:00:00,"2.14484",13.77304,35.47357
"153",2018-01-07 08:00:00,"2.88322",17.44623,30.08518
"154",2018-01-07 09:00:00,"4.64128",16.8023,36.27185
"155",2018-01-07 10:00:00,"4.78193",14.96686,42.35873
"156",2018-01-07 11:00:00,"4.25451",14.15577,46.5497
"157",2018-01-07 12:00:00,"4.46548",13.99427,51.38928
"158",2018-01-07 13:00:00,"3.58645",13.45235,52.98584
"159",2018-01-07 14:00:00,"3.09419",14.58509,56.72777
"160",2018-01-07 15:00:00,"2.63709",18.09358,53.03573
"161",2018-01-07 16:00:00,"2.28548",21.92628,52.83616
"162",2018-01-07 17:00:00,"2.18",22.84392,54.43272
"163",2018-01-07 18:00:00,"2.49645",26.51615,49.54325
"164",2018-01-07 19:00:00,"2.42612",28.7297,46.89895
"165",2018-01-07 20:00:00,"2.74258",30.72815,43.70583
"166",2018-01-07 21:00:00,"2.3558",28.78353,43.65594
"167",2018-01-07 22:00:00,"2.00419",26.46104,43.15701
"168",2018-01-07 23:00:00,"1.61742",24.51642,40.36303
"169",2018-01-08 00:00:00,"1.69034",22.54575,39.58138
"170",2018-01-08 01:00:00,"0.84517",15.91864,42.57493
"171",2018-01-08 02:00:00,"0.77474",14.15392,43.15701
"172",2018-01-08 03:00:00,"0.73952",13.45163,42.80777
"173",2018-01-08 04:00:00,"missing",12.47933,44.554
"174",2018-01-08 05:00:00,"1.40862",12.31766,43.30669
"175",2018-01-08 06:00:00,"2.78201",17.45056,35.52346
"176",2018-01-08 07:00:00,"8.73341",29.71735,20.00689
"177",2018-01-08 08:00:00,"13.2762",41.17285,11.07614
"178",2018-01-08 09:00:00,"11.86758",37.01229,12.57291
"179",2018-01-08 10:00:00,"11.58586",37.44426,13.22151
"180",2018-01-08 11:00:00,"12.18452",35.06777,12.87227
"181",2018-01-08 12:00:00,"12.04366",33.8252,15.01764
"182",2018-01-08 13:00:00,"11.16327",31.44769,16.41463
"183",2018-01-08 14:00:00,"missing",32.58273,12.02409
"184",2018-01-08 15:00:00,"missing",37.12375,10.22796
"185",2018-01-08 16:00:00,"16.05821",35.61066,10.42753
"186",2018-01-08 17:00:00,"28.38359",41.83156,6.6856
"187",2018-01-08 18:00:00,"28.03144",38.04988,7.83312
"188",2018-01-08 19:00:00,"24.08732",36.8587,7.9828
"189",2018-01-08 20:00:00,"14.50874",36.63598,7.63355
"190",2018-01-08 21:00:00,"8.80384",35.55162,6.48603
"191",2018-01-08 22:00:00,"7.67695",35.44279,5.53807
"192",2018-01-08 23:00:00,"9.75466",38.68547,3.69205
"193",2018-01-09 00:00:00,"6.95985",38.04386,3.52574
"194",2018-01-09 01:00:00,"8.04145",36.96194,4.52359
"195",2018-01-09 02:00:00,"3.06845",31.45338,7.38409
"196",2018-01-09 03:00:00,"missing",34.96541,3.29291
"197",2018-01-09 04:00:00,"5.64312",37.93691,2.44473
"198",2018-01-09 05:00:00,"missing",37.0709,2.74409
"199",2018-01-09 06:00:00,"missing",36.74485,3.29291
