"theYear","country","code","name","mean","median"
"2015 - 2019","united_kingdom","NOTT","o3",38.1355587065936,36.76246
"2015 - 2019","united_kingdom","NOTT","pm25",11.1541919020465,8.45
"2015 - 2019","united_kingdom","NPT3","no2",20.4025760267479,17.11723
"2015 - 2019","united_kingdom","NPT3","pm25",9.73430202988605,7.2
"2015 - 2019","united_kingdom","NTN3","no2",15.1247268720943,11.0609425
"2015 - 2019","united_kingdom","NTN3","o3",49.7083310195967,51.213155
"2015 - 2019","united_kingdom","NTN4","no2",13.0745452604475,9.1208
"2015 - 2019","united_kingdom","NTN4","o3",52.5934291048242,53.177295
"2015 - 2019","united_kingdom","NTN4","pm25",10.908868020274,9
"2015 - 2019","united_kingdom","NWBV","no2",35.3841175945113,31.3732275
"2015 - 2019","united_kingdom","OX","no2",43.8804227227067,38.3514925
"2015 - 2019","united_kingdom","OX8","no2",14.8682293169865,11.21091
"2015 - 2019","united_kingdom","OX8","pm25",10.1259559835247,7.9
"2015 - 2019","united_kingdom","PEEB","no2",5.58798677590356,3.27165
"2015 - 2019","united_kingdom","PEEB","o3",56.264353058148,60.2077775
"2015 - 2019","united_kingdom","PLYM","no2",19.5645683815719,15.384205
"2015 - 2019","united_kingdom","PLYM","o3",50.2591978826334,53.742535
"2015 - 2019","united_kingdom","PLYM","pm25",10.4828396646321,8.1
"2015 - 2019","united_kingdom","PLYR","no2",18.8438789109796,14.30809
"2015 - 2019","united_kingdom","PMTH","no2",18.8812794546784,13.94081
"2015 - 2019","united_kingdom","PMTH","o3",44.6592262006282,47.94669
"2015 - 2019","united_kingdom","PMTH","pm25",10.6862414560865,7.9
"2015 - 2019","united_kingdom","POAR","no2",29.1903754474827,26.8097825
"2015 - 2019","united_kingdom","PRES","no2",21.9421366154032,17.4326775
"2015 - 2019","united_kingdom","PRES","o3",46.4779763867282,47.935215
"2015 - 2019","united_kingdom","PRES","pm25",9.60422702987896,7.173
"2015 - 2019","united_kingdom","REA1","no2",25.9991397488231,20.23752
"2015 - 2019","united_kingdom","REA1","o3",40.7864152240451,41.06153
"2015 - 2019","united_kingdom","REA1","pm25",9.09456131747791,6.1
"2015 - 2019","united_kingdom","REA5","no2",29.261200460221,25.254685
"2015 - 2019","united_kingdom","SA33","no2",37.6450900740666,32.087325
"2015 - 2019","united_kingdom","SASH","pm25",8.73149964271041,7
"2015 - 2019","united_kingdom","SDY","no2",30.1127572742127,25.980275
"2015 - 2019","united_kingdom","SDY","pm25",11.6833330066978,8.6
"2015 - 2019","united_kingdom","SEND","no2",19.0607813477016,15.20079
"2015 - 2019","united_kingdom","SEND","o3",46.9871345276174,48.275985
"2015 - 2019","united_kingdom","SEND","pm25",11.5096856034107,7.85
"2015 - 2019","united_kingdom","SHBR","no2",38.1755092229033,36.030355
"2015 - 2019","united_kingdom","SHBR","pm25",14.0486895235986,11
"2015 - 2019","united_kingdom","SHDG","no2",23.8537129239206,19.25091
"2015 - 2019","united_kingdom","SHDG","o3",44.7776912040966,46.150565
"2015 - 2019","united_kingdom","SHDG","pm25",9.99027360235863,7
"2015 - 2019","united_kingdom","SHE","no2",28.4733891846187,25.75889
"2015 - 2019","united_kingdom","SHLW","no2",34.1867804722121,30.732775
"2015 - 2019","united_kingdom","SK5","no2",42.7466964769193,36.44782
"2015 - 2019","united_kingdom","SOTR","no2",18.3100601274715,14.355295
"2015 - 2019","united_kingdom","SOTR","pm25",9.19685898922559,6.7
"2015 - 2019","united_kingdom","SOUT","no2",29.5884612035616,27.3961075
"2015 - 2019","united_kingdom","SOUT","o3",41.1131997900217,40.7497
"2015 - 2019","united_kingdom","SOUT","pm25",10.7949430247277,7.9
"2015 - 2019","united_kingdom","STKR","no2",55.9178871288448,52.2719725
"2015 - 2019","united_kingdom","STOK","no2",25.7562210198192,22.9602525
"2015 - 2019","united_kingdom","STOK","o3",43.4561305110355,43.496905
"2015 - 2019","united_kingdom","STOK","pm25",10.2123161577558,7.875
"2015 - 2019","united_kingdom","STOR","no2",22.4494445952129,19.214325
"2015 - 2019","united_kingdom","STOR","pm25",12.6260447445171,9.6
"2015 - 2019","united_kingdom","SUN2","no2",13.9131511065497,10.328685
"2015 - 2019","united_kingdom","SUN2","o3",52.2700729544034,53.18541
"2015 - 2019","united_kingdom","SUN2","pm25",8.01865450089532,5.85
"2015 - 2019","united_kingdom","SUNR","no2",21.4056578239957,16.42216
"2015 - 2019","united_kingdom","SWA1","no2",26.0434245870613,21.802725
"2015 - 2019","united_kingdom","SWA1","pm25",12.7287131677888,10.345
"2015 - 2019","united_kingdom","SWHO","no2",13.477495237497,10.28646
"2015 - 2019","united_kingdom","TDHD","no2",15.5395494789702,12.1573525
"2015 - 2019","united_kingdom","TED","no2",20.0603257946029,15.192905
"2015 - 2019","united_kingdom","TED","o3",52.15845915524,58.82326
"2015 - 2019","united_kingdom","TED2","pm25",10.7483419347585,7.9
"2015 - 2019","united_kingdom","TH2","no2",46.8058325346256,44.789745
"2015 - 2019","united_kingdom","THUR","no2",25.9562704433533,22.5913275
"2015 - 2019","united_kingdom","THUR","o3",39.9772865016297,40.3711375
"2015 - 2019","united_kingdom","TRAN","no2",18.5454008210127,14.34667
"2015 - 2019","united_kingdom","TRAN","o3",49.4594499312605,51.289495
"2015 - 2019","united_kingdom","TRAN","pm25",7.60426362679923,5
"2015 - 2019","united_kingdom","WAL4","no2",17.1930177933565,13.50802
"2015 - 2019","united_kingdom","WAL4","o3",49.0122140506218,50.088325
"2015 - 2019","united_kingdom","WBKP","no2",20.9305830760545,15.17502
"2015 - 2019","united_kingdom","WIG5","no2",19.0451893407073,15.2881225
"2015 - 2019","united_kingdom","WIG5","o3",45.1206243424792,46.300245
"2015 - 2019","united_kingdom","WIG5","pm25",10.369793776396,7.575
"2015 - 2019","united_kingdom","WREX","no2",17.9729985741123,13.30332
"2015 - 2019","united_kingdom","WREX","pm25",8.15819030410638,5.012
"2015 - 2019","united_kingdom","WSMR","no2",37.468749664537,35.075345
"2015 - 2019","united_kingdom","WTHG","no2",37.4854321147236,35.917935
"2015 - 2019","united_kingdom","WTHG","pm25",10.1519021225297,8
"2015 - 2019","united_kingdom","YK10","no2",15.4979062303593,11.65871
"2015 - 2019","united_kingdom","YK10","pm25",10.1452951451276,7.825
"2015 - 2019","united_kingdom","YK11","no2",27.1901648722781,24.26066
"2015 - 2019","united_kingdom","YK11","pm25",11.2436883499645,8.6
"2020","belgium","belrl01","pm25",12.8644210788396,9
"2020","belgium","betb004","no2",22.5938463762549,19.75
"2020","belgium","betb004","o3",43.6795901676948,38
"2020","belgium","betb006","no2",19.5907460518899,16.5
"2020","belgium","betb008","no2",36.1726116940738,33.25
"2020","belgium","betr001","no2",23.800506839607,20
"2020","belgium","betr001","o3",45.5763391539519,46
"2020","belgium","betr001","pm25",9.57352374696225,7.15
"2020","belgium","betr002","no2",26.5496673380344,23.75
"2020","belgium","betr221","no2",18.6345610568303,15.25
"2020","belgium","betr221","o3",49.0831244533504,51.75
"2020","belgium","betr221","pm25",6.81161492809977,4.34525
"2020","belgium","betr501","no2",20.3811174493495,18.25
"2020","belgium","betr501","pm25",7.89509433029253,4.34525
"2020","belgium","betr701","no2",19.3401351670739,17.25
"2020","belgium","betr701","o3",50.0105491684017,49.5
"2020","belgium","betr701","pm25",10.8030811856955,8.25
"2020","belgium","betr702","no2",22.1251172918959,18.5
"2020","belgium","betr702","pm25",10.6264012229293,7.5
"2020","belgium","betr801","no2",24.4148684420868,20.25
"2020","belgium","betr801","o3",41.229032668443,42.5
"2020","belgium","betr801","pm25",12.3089137693614,8.875
"2020","belgium","betr802","no2",27.2568670665417,23.5
"2020","belgium","betr802","pm25",11.9497291417228,8.75
"2020","france","fr01011","no2",15.3915569622433,11.7
"2020","france","fr01011","o3",49.7524723225849,57.95
"2020","france","fr01011","pm25",8.7509908699863,7
"2020","france","fr01012","no2",12.8915983076818,8.9
"2020","france","fr01019","no2",13.0882819622586,8.85
"2020","france","fr01020","no2",17.6371788986193,11.85
"2020","france","fr01020","o3",46.607267058088,52.875
"2020","france","fr01020","pm25",6.81001165556091,5.9
"2020","france","fr01064","no2",21.8155909880585,19.4
"2020","france","fr01065","no2",16.4218958432489,12.825
"2020","france","fr01065","pm25",9.42558115010339,7.1
"2020","france","fr02012","o3",59.231680506513,64
"2020","france","fr02022","no2",15.8663825510719,13.75
"2020","france","fr02022","o3",51.643708783567,59.45
"2020","france","fr02041","no2",12.5618050306502,9.05
"2020","france","fr02041","o3",59.07295652577,59.25
"2020","france","fr03006","no2",35.3720267410563,30.6
"2020","france","fr03006","pm25",11.0357024577257,9.75
"2020","france","fr03014","no2",30.1533337768654,24.95
"2020","france","fr03021","no2",28.3572279613873,25.575
"2020","france","fr03029","no2",16.6605821141007,12.775
"2020","france","fr03029","pm25",8.62831309822608,6.8
"2020","france","fr03032","no2",13.8334520008013,10.6
"2020","france","fr03032","o3",59.8494402585343,64.425
"2020","france","fr03043","no2",21.8692042757814,17.65
"2020","france","fr03043","o3",55.4399851933769,60.425
"2020","france","fr03043","pm25",8.91995935434806,7.25
"2020","france","fr03060","no2",15.4327520872169,11.125
"2020","france","fr03068","no2",30.612589827754,28.375
"2020","france","fr03069","o3",65.7568629218801,73.15
"2020","france","fr03080","no2",13.1148896514542,9
"2020","france","fr03080","o3",57.2473073745574,65.625
"2020","france","fr03080","pm25",10.2715733973428,7.4
"2020","france","fr03087","no2",24.1392862577477,20.25
"2020","france","fr04002","no2",21.8142842639953,15.35
"2020","france","fr04004","no2",24.9680254577317,20.525
"2020","france","fr04004","o3",50.5821787985766,51.275
"2020","france","fr04012","no2",45.5750774802907,40.425
"2020","france","fr04014","no2",25.0783901781905,22.3
"2020","france","fr04017","no2",24.8674057247938,20.225
"2020","france","fr04017","o3",48.1025398109948,50.4
"2020","france","fr04018","no2",24.6234390121961,19.75
"2020","france","fr04023","o3",56.0495233467342,54.75
"2020","france","fr04031","no2",28.305121954514,25.2
"2020","france","fr04034","no2",21.6644240639155,17.1
"2020","france","fr04034","o3",51.6248235495525,55.95
"2020","france","fr04034","pm25",9.89910044401182,7.9
"2020","france","fr04037","no2",21.8509848876518,18.5
"2020","france","fr04037","o3",49.0142138787809,52.075
"2020","france","fr04051","no2",20.586743438686,15
"2020","france","fr04055","no2",21.6040392671968,18.775
"2020","france","fr04055","o3",50.7700975037962,51.9
"2020","france","fr04055","pm25",10.4691486792932,8.45
"2020","france","fr04058","no2",59.1967931360481,57.6
"2020","france","fr04058","pm25",15.8574679492627,14.35
"2020","france","fr04059","no2",23.1379782341599,18.325
"2020","france","fr04060","no2",18.6641105495608,14.5
"2020","france","fr04071","no2",27.4341659716462,22.25
"2020","france","fr04098","no2",18.1247193252288,13.4
"2020","france","fr04098","o3",52.4666192304931,56.3
"2020","france","fr04100","no2",21.3674136732114,16.725
"2020","france","fr04100","o3",49.2945913730438,52.075
"2020","france","fr04101","no2",20.8284574306017,16.775
"2020","france","fr04101","o3",47.8249651663723,51.15
"2020","france","fr04118","no2",38.0204804139112,36.25
"2020","france","fr04123","no2",41.8822353131384,37.925
"2020","france","fr04131","no2",35.1707579013906,32.775
"2020","france","fr04135","no2",28.0319041613128,23.7
"2020","france","fr04141","no2",36.6411386696202,31.2
"2020","france","fr04149","no2",16.6319444571733,12.6
"2020","france","fr04149","o3",52.3269929875241,56.55
"2020","france","fr04150","no2",24.5847995140036,19.25
"2020","france","fr04156","no2",23.3287457554607,18.375
"2020","france","fr04156","pm25",10.6269618162212,8.45
"2020","france","fr04179","no2",17.8704133009433,12.225
"2020","france","fr04323","no2",18.9940083552312,14.85
"2020","france","fr04329","no2",49.606706334954,48.2
"2020","france","fr04329","pm25",13.8667546125005,11.9
"2020","france","fr05074","o3",60.8233180217091,62.525
"2020","france","fr05078","no2",14.1306075916624,10.8
"2020","france","fr05089","no2",23.9961143044691,21.1
"2020","france","fr05089","pm25",8.66693351423036,6.25
"2020","france","fr06001","no2",13.1330665047136,10.175
"2020","france","fr06001","o3",53.4135708489388,53.35
"2020","france","fr06003","no2",12.7545646279727,10.3
"2020","france","fr06003","o3",51.5475423887781,54.475
"2020","france","fr06003","pm25",11.5203846606284,8.5
"2020","france","fr06006","no2",25.004000465288,23.6
"2020","france","fr06006","pm25",9.54406321181441,8.075
"2020","france","fr06007","no2",11.450613322891,9.35
"2020","france","fr06007","o3",53.6930198994536,52.925
"2020","france","fr07004","no2",15.6020390812163,8.975
"2020","france","fr07004","o3",53.9015149724072,60.925
"2020","france","fr07004","pm25",7.90639569859936,5.075
"2020","france","fr07009","no2",16.1991487756069,9.775
"2020","france","fr07009","o3",53.4785869472291,57.675
"2020","france","fr07034","no2",29.1699816909369,23.1
"2020","france","fr07034","pm25",8.94822304042132,6.9
"2020","france","fr07039","no2",21.7807839080371,16.35
"2020","france","fr08003","no2",19.3205413252765,17.2
"2020","france","fr08004","no2",31.7267722473742,29.725
"2020","france","fr08016","no2",15.0147590423618,9.65
"2020","france","fr08016","o3",59.2975705270756,65.025
"2020","france","fr08016","pm25",7.29225312359927,6.3
"2020","france","fr08030","no2",20.6147253777248,16.3
"2020","france","fr08030","pm25",8.45446315958373,6.7
"2020","france","fr08614","no2",13.7824887445077,9.1
"2020","france","fr08614","o3",56.3436964418325,62.625
"2020","france","fr08614","pm25",7.96281039347996,6.5
"2020","france","fr08616","no2",24.9303734057995,21.05
"2020","france","fr08713","no2",13.4989109251353,9.15
"2020","france","fr08714","no2",15.5760032244223,10.525
"2020","france","fr08714","o3",57.1342693685547,62.625
"2020","france","fr08714","pm25",7.69383336064055,5.85
"2020","france","fr09003","no2",13.4404430621227,10.95
"2020","france","fr09003","o3",54.7393939344163,57.15
"2020","france","fr09003","pm25",8.06386028044117,6.7
"2020","france","fr09015","no2",8.244460545726,5.55
"2020","france","fr09015","o3",57.6994916054755,62.05
"2020","france","fr09103","no2",11.5993685905592,9.05
"2020","france","fr09103","o3",53.1248585347569,54.825
"2020","france","fr09103","pm25",8.63553725681187,6.85
"2020","france","fr09106","no2",20.687251307823,15.775
"2020","france","fr09203","pm25",7.39235914003221,5.8
"2020","france","fr09399","no2",21.52835386163,16.95
"2020","france","fr09404","no2",14.4292328749584,10.85
"2020","france","fr09404","o3",51.8078147793972,56.9
"2020","france","fr09404","pm25",8.25041455488751,6.5
"2020","france","fr10016","pm25",8.14394838532305,3.9
"2020","france","fr10026","no2",12.2798768914178,8.525
"2020","france","fr10026","o3",56.6473111863871,58.125
"2020","france","fr10041","no2",11.2042612466574,8.8
"2020","france","fr10041","o3",49.5333136349723,49.675
"2020","france","fr11034","no2",22.8261660968425,20.75
"2020","france","fr11034","pm25",11.6333761945524,9.2
"2020","france","fr12004","no2",13.887677082507,8.625
"2020","france","fr12004","o3",55.8994086496779,61.875
"2020","france","fr12021","no2",14.8368241112091,9.9
"2020","france","fr12021","o3",54.4724753147824,61.5
"2020","france","fr12021","pm25",17.4138918753853,6.675
"2020","france","fr12026","no2",11.6535132118354,8.05
"2020","france","fr12026","o3",34.3878017642734,34.625
"2020","france","fr12030","no2",13.6280702228661,8.45
"2020","france","fr12030","o3",53.7631451829992,60.95
"2020","france","fr12030","pm25",8.84191291061537,7.35
"2020","france","fr12042","no2",10.078157785554,5.5
"2020","france","fr12042","o3",50.1725968675413,55.65
"2020","france","fr12052","no2",11.0568021388019,5.45
"2020","france","fr12052","o3",49.5990055647304,56.475
"2020","france","fr12052","pm25",8.71522728406185,5.3
"2020","france","fr12053","no2",6.88149492095052,4.9
"2020","france","fr12053","o3",54.562911047177,59.375
"2020","france","fr12054","no2",30.1077880625704,23.05
"2020","france","fr12054","pm25",9.78206955811876,7.45
"2020","france","fr14011","no2",31.3370547503219,27.35
"2020","france","fr14011","pm25",9.90374688230006,7.9
"2020","france","fr14012","no2",13.068399179275,9.45
"2020","france","fr14012","o3",56.6483943796232,60.4
"2020","france","fr14012","pm25",9.962196035892,7.9
"2020","france","fr14022","no2",9.35526115572315,6.25
"2020","france","fr14022","o3",55.3139813697755,60.525
"2020","france","fr14028","no2",19.4185722506329,14.775
"2020","france","fr14028","pm25",7.88662932887651,6.25
"2020","france","fr14031","no2",12.2071621611321,9.775
"2020","france","fr14033","no2",10.4507395518466,7.725
"2020","france","fr14033","o3",52.7776222487289,58.375
"2020","france","fr14033","pm25",9.84481964918274,6.7
"2020","france","fr14042","no2",8.41642118974979,6.2
"2020","france","fr14042","o3",59.2069316320769,62.55
"2020","france","fr14042","pm25",8.3745946438533,6.4
"2020","france","fr14051","no2",11.5939367040137,8.45
"2020","france","fr14051","o3",49.5994566340735,53.325
"2020","france","fr15018","no2",14.6177942499246,8.925
"2020","france","fr15018","o3",45.3616421413455,51.625
"2020","france","fr15038","no2",19.6617824066158,13.125
"2020","france","fr15038","o3",42.4311877206641,42.5
"2020","france","fr15038","pm25",13.3044343856391,14.3
"2020","france","fr15043","no2",16.3581036390842,11.35
"2020","france","fr15043","o3",43.310157224425,45.325
"2020","france","fr15043","pm25",12.2259462539725,9.65
"2020","france","fr15046","no2",37.5280669199566,32
"2020","france","fr16029","no2",17.1703564167441,12.85
"2020","france","fr16029","o3",47.6214846710245,55.3
"2020","france","fr16034","no2",31.8883971472715,29.95
"2020","france","fr16040","no2",33.7520701342175,28.625
"2020","france","fr16054","no2",19.8158793031918,16.5
"2020","france","fr16057","no2",18.6829489180324,14.575
"2020","france","fr16066","no2",13.3725084946262,9.25
"2020","france","fr16066","o3",49.9457786347194,58.35
"2020","france","fr16066","pm25",11.9663586689988,10.25
"2020","france","fr16069","no2",28.6340395815986,26.35
"2020","france","fr18042","no2",13.8608570767879,11.85
"2020","france","fr18042","o3",54.6384475978882,55.85
"2020","france","fr18043","no2",15.4259632952454,10.65
"2020","france","fr18043","o3",50.9324651845127,53.725
"2020","france","fr18043","pm25",9.61892009331322,7.775
"2020","france","fr18053","no2",12.0846201121237,10.05
"2020","france","fr18053","o3",47.0261838056847,49.3
"2020","france","fr18079","pm25",9.77609339897684,7.55
"2020","france","fr18080","pm25",10.8622236305857,9.05
"2020","france","fr18089","no2",21.7996707449598,17.65
"2020","france","fr18089","pm25",9.36999210388585,6.85
"2020","france","fr19002","no2",16.2568592760222,12.85
"2020","france","fr19002","pm25",8.04936151688094,6.3
"2020","france","fr19007","no2",20.6613272900721,16.7
"2020","france","fr19010","no2",11.9573742195741,7.325
"2020","france","fr19010","o3",53.6969477918296,51.225
"2020","france","fr19012","no2",8.97934957640035,6.45
"2020","france","fr19012","o3",61.5395721607147,59.5
"2020","france","fr19012","pm25",6.36693862553398,5.1
"2020","france","fr19014","no2",19.6818254258872,16.35
"2020","france","fr19017","pm25",8.82117261487307,6.15
"2020","france","fr19032","no2",7.25876797295703,4.625
"2020","france","fr19032","o3",61.541716903112,63.05
"2020","france","fr19032","pm25",8.44422768573291,6.25
"2020","france","fr19033","no2",7.50127678405757,4.35
"2020","france","fr19033","o3",59.699223989277,58.8
"2020","france","fr19033","pm25",8.31046366423292,6.625
"2020","france","fr19061","no2",8.42384607152994,6.175
"2020","france","fr19061","o3",60.0143758048851,57.875
"2020","france","fr20017","no2",22.8749431067369,17
"2020","france","fr20017","o3",48.9094566335155,56.225
"2020","france","fr20017","pm25",9.9370704149523,6.3
"2020","france","fr20019","no2",30.8972173962593,24.45
"2020","france","fr20046","no2",17.717796778624,9.8
"2020","france","fr20046","o3",49.7392745613076,54.45
"2020","france","fr20046","pm25",10.250336379262,7.1
"2020","france","fr20062","no2",21.3921418191252,14.675
"2020","france","fr20062","o3",53.638757317943,61.575
"2020","france","fr20062","pm25",11.9171763835796,7.65
"2020","france","fr20069","no2",48.6360545467309,45.65
"2020","france","fr21001","no2",10.8732255451866,8.45
"2020","france","fr21001","o3",55.5251794371196,55.2
"2020","france","fr21001","pm25",8.80992862084166,6.65
"2020","france","fr21016","no2",18.9946680892725,15.575
"2020","france","fr21019","no2",9.30532495902703,5.9
"2020","france","fr21019","o3",54.6263188147902,56.725
"2020","france","fr21021","no2",9.18812880096877,6.9
"2020","france","fr21021","o3",51.6734263521187,52.15
"2020","france","fr21035","no2",9.88581441115971,6.2
"2020","france","fr21035","o3",62.1767727792689,61.8
"2020","france","fr21040","no2",8.43442990737625,6.3
"2020","france","fr21040","o3",59.4694230153127,60.5
"2020","france","fr22022","o3",54.043399292089,61.875
"2020","france","fr22054","no2",14.0690939831181,10.05
"2020","france","fr22054","o3",53.8208923037196,62
"2020","france","fr22054","pm25",8.51050073990148,7
"2020","france","fr23078","no2",7.74487517827232,5
"2020","france","fr23078","o3",57.8545585646866,59.1
"2020","france","fr23107","no2",10.654059755413,7.45
"2020","france","fr23110","no2",7.21253443572791,4.85
"2020","france","fr23110","o3",62.0557098015975,62.85
"2020","france","fr23110","pm25",8.39889424859287,5.75
"2020","france","fr23120","no2",10.3716436458662,8.375
"2020","france","fr23120","pm25",8.74721904733097,6.45
"2020","france","fr23123","no2",9.32599736268052,6.725
"2020","france","fr23123","o3",54.0588116330354,54.6
"2020","france","fr23140","no2",23.1769815293094,21.325
"2020","france","fr23140","pm25",8.77935726021959,6.7
"2020","france","fr23150","no2",8.59795989278025,6.75
"2020","france","fr23150","o3",55.7707335697928,56.4
"2020","france","fr23152","no2",7.15039747503351,4.7
"2020","france","fr23152","o3",59.2689329200416,59.475
"2020","france","fr23174","no2",10.1264665323655,7.7
"2020","france","fr23181","no2",7.5604258497145,4.65
"2020","france","fr23182","no2",8.73816703486761,6.7
"2020","france","fr23182","o3",57.5022580937317,59.2
"2020","france","fr23182","pm25",8.2589610240409,5.75
"2020","france","fr23188","no2",11.0899906216527,8.65
"2020","france","fr23188","o3",56.3109488772983,54.825
"2020","france","fr23188","pm25",9.48489798642184,7.7
"2020","france","fr24009","no2",15.8415736003395,11.8
"2020","france","fr24009","o3",60.5858317855678,69.875
"2020","france","fr24015","o3",70.0131086882561,71.3
"2020","france","fr24018","no2",8.3487004477525,4.75
"2020","france","fr24018","o3",56.0378472986489,61.2
"2020","france","fr24018","pm25",8.40481260957659,6.45
"2020","france","fr24033","no2",17.2647634029298,12.125
"2020","france","fr24033","o3",45.2471971833975,50.95
"2020","france","fr24033","pm25",10.7756219604449,9.85
"2020","france","fr24035","no2",27.8536314012259,25.025
"2020","france","fr24035","pm25",10.3493783486505,9.85
"2020","france","fr24036","no2",24.2699117875121,19.25
"2020","france","fr24036","o3",48.7631050196659,59.225
"2020","france","fr24036","pm25",10.0411834270905,8.95
"2020","france","fr24038","no2",22.2876966123151,16.225
"2020","france","fr24038","pm25",8.70463682157722,7.05
"2020","france","fr25036","no2",16.8063469798316,13.35
"2020","france","fr25036","o3",47.3071208240209,50.275
"2020","france","fr25036","pm25",9.27773145862556,6.8
"2020","france","fr25039","no2",10.4058386640936,7.625
"2020","france","fr25039","o3",51.6909487341121,54.7
"2020","france","fr25043","no2",12.1289499119179,8.35
"2020","france","fr25043","o3",50.9507607818263,51.475
"2020","france","fr25051","no2",25.4424385663246,21.125
"2020","france","fr25051","pm25",9.0693046793454,6.925
"2020","france","fr26014","no2",16.7007567040696,13.35
"2020","france","fr26016","no2",8.63294141671983,5.75
"2020","france","fr26016","o3",56.3238466806822,63.7
"2020","france","fr26017","no2",7.822537552518,5.8
"2020","france","fr26017","o3",51.2100517136413,58.425
"2020","france","fr26019","o3",55.8780432001593,61.375
"2020","france","fr26019","pm25",5.89998829157933,4.15
"2020","france","fr26043","no2",16.2520994647354,12.975
"2020","france","fr26043","pm25",7.11110132740054,4.6
"2020","france","fr27002","no2",18.9526795622338,16.75
"2020","france","fr27002","o3",49.4349259115535,57.725
"2020","france","fr27007","no2",10.2598487628183,6.4
"2020","france","fr27007","o3",50.9246051895643,55.35
"2020","france","fr28028","no2",10.9801892967573,8.8
"2020","france","fr28028","o3",53.2451371979989,55.65
"2020","france","fr28028","pm25",10.0770282922358,6.6
"2020","france","fr29423","no2",14.1431388563556,10.05
"2020","france","fr29423","o3",51.1931630824625,55.15
"2020","france","fr29424","no2",14.7580632574062,11
"2020","france","fr29424","o3",55.6301936752362,61.975
"2020","france","fr29424","pm25",7.64885623061678,5.3
"2020","france","fr29426","no2",21.3114051005841,15.725
"2020","france","fr29426","o3",47.706681467081,55.1
"2020","france","fr29426","pm25",8.73743793790566,5.95
"2020","france","fr30016","no2",19.489290260157,15.8
"2020","france","fr30018","no2",11.7209998988333,8.75
"2020","france","fr30019","no2",8.90782882788855,6.3
"2020","france","fr30019","o3",54.1074681098302,57.5
"2020","france","fr30020","no2",12.8067990598294,9.65
"2020","france","fr30020","o3",52.3663632107737,58.7
"2020","france","fr30026","no2",16.1982216731575,13.25
"2020","france","fr30026","pm25",9.97642301049553,8
"2020","france","fr30034","no2",14.938664429555,11.1
"2020","france","fr30034","o3",52.0844050287329,57.85
"2020","france","fr30034","pm25",9.55536390824259,7.9
"2020","france","fr30036","no2",18.539354731958,14.8
"2020","france","fr30036","pm25",8.86823304457263,6.9
"2020","france","fr31001","no2",12.2155146581534,7.2
"2020","france","fr31001","o3",51.6612095426063,52.55
"2020","france","fr31002","no2",12.4817351535734,8.3
"2020","france","fr31002","o3",51.4754051440448,58
"2020","france","fr31002","pm25",9.65846334386252,6.25
"2020","france","fr31003","no2",15.6771953169761,11.05
"2020","france","fr31006","no2",18.4920916033713,15.2
"2020","france","fr31013","no2",11.4640093010114,8.4
"2020","france","fr31013","o3",49.7596534127145,56.725
"2020","france","fr31013","pm25",5.04957162397781,4
"2020","france","fr31016","no2",11.1912635012144,7.8
"2020","france","fr31016","o3",53.2588061259988,57.975
"2020","france","fr31017","no2",18.3048840464954,12.25
"2020","france","fr31033","no2",8.8080180760606,6.55
"2020","france","fr31033","o3",45.4144818346092,48.525
"2020","france","fr31033","pm25",7.10044345109668,5.075
"2020","france","fr31036","no2",9.89092656991417,6.975
"2020","france","fr31036","o3",46.8192888547932,53.85
"2020","france","fr31036","pm25",10.4092452066324,6.55
"2020","france","fr31039","no2",19.8309750260631,13.625
"2020","france","fr31041","no2",12.8791903451915,9.2
"2020","france","fr31041","pm25",7.46980979175646,5.1
"2020","france","fr32001","no2",20.2395657025015,17.4
"2020","france","fr32001","pm25",8.22517177737227,5.7
"2020","france","fr32005","no2",13.20347403862,10.15
"2020","france","fr32007","o3",59.9361067876304,68.15
"2020","france","fr32007","pm25",6.78079586569177,4.825
"2020","france","fr33101","no2",17.6181916228347,12.2
"2020","france","fr33101","o3",44.3768624245526,50.125
"2020","france","fr33101","pm25",8.72490786516149,6.4
"2020","france","fr33102","no2",12.5404868815302,7.35
"2020","france","fr33102","o3",52.1034492430261,55.65
"2020","france","fr33105","no2",21.5870601891435,16.15
"2020","france","fr33111","no2",10.2858698820093,5.2
"2020","france","fr33111","o3",46.7983716170463,48.125
"2020","france","fr33120","no2",17.9682994711973,11.325
"2020","france","fr33120","o3",33.1189226359495,27.875
"2020","france","fr33121","no2",15.1572092443788,9
"2020","france","fr33121","o3",43.6485218370324,46
"2020","france","fr33121","pm25",9.066519444944,6.9
"2020","france","fr33201","no2",17.7158405284855,10.15
"2020","france","fr33201","o3",42.3564741336924,47.2
"2020","france","fr33201","pm25",8.54638287170216,6.15
"2020","france","fr33202","no2",14.2148472719702,7.8
"2020","france","fr33202","o3",51.748739749554,57.375
"2020","france","fr33203","no2",27.7614400458175,24.05
"2020","france","fr33211","no2",17.3702172788964,12.15
"2020","france","fr33211","o3",47.2425040102623,52.7
"2020","france","fr33212","no2",13.3038483078669,8.05
"2020","france","fr33212","o3",47.7639425167714,53.95
"2020","france","fr33212","pm25",9.31400730230622,6.1
"2020","france","fr33232","no2",31.2270161418074,23.925
"2020","france","fr33305","no2",12.9181275975964,9.5
"2020","france","fr33305","o3",52.2058778685574,57.15
"2020","france","fr33305","pm25",8.39895121330189,5.2
