"theYear","country","code","name","mean","median"
"2015 - 2019","netherlands","nl00742","o3",44.6685156072223,42.7975
"2015 - 2019","netherlands","nl00742","pm25",11.4845528223063,8.2594799925
"2015 - 2019","netherlands","nl00821","pm25",10.4245183133464,6.8465649975
"2015 - 2019","netherlands","nl00937","no2",25.7179329224165,23.089999995
"2015 - 2019","netherlands","nl00937","pm25",10.0113504016474,6.42738
"2015 - 2019","spain","es0041a","no2",39.4428349199707,39.5
"2015 - 2019","spain","es0110a","no2",27.5376827059185,22.5
"2015 - 2019","spain","es0110a","pm25",9.77026988691019,8
"2015 - 2019","spain","es0115a","no2",45.72424248589,39
"2015 - 2019","spain","es0118a","no2",56.606522973029,51
"2015 - 2019","spain","es0118a","o3",43.3579175599345,46.394999995
"2015 - 2019","spain","es0118a","pm25",11.4208219365621,10
"2015 - 2019","spain","es0120a","no2",43.5494660864541,34.75
"2015 - 2019","spain","es0124a","no2",38.790371202604,30
"2015 - 2019","spain","es0124a","o3",45.650753250877,44.1024999975
"2015 - 2019","spain","es0125a","no2",42.6004239429614,29
"2015 - 2019","spain","es0125a","o3",45.4044626813253,50.0274999975
"2015 - 2019","spain","es0126a","no2",37.5472383386156,27
"2015 - 2019","spain","es0126a","o3",49.6429380319097,55.577499995
"2015 - 2019","spain","es0126a","pm25",11.7204755892256,10.25
"2015 - 2019","spain","es0691a","no2",42.0666265063494,37
"2015 - 2019","spain","es0691a","pm25",17.7284905726848,16.249999995
"2015 - 2019","spain","es0692a","no2",36.138888327917,29.25
"2015 - 2019","spain","es0692a","pm25",13.6314795685076,12.549999995
"2015 - 2019","spain","es0817a","no2",31.3291853102116,27
"2015 - 2019","spain","es0880a","no2",27.7927988857998,26
"2015 - 2019","spain","es0880a","o3",36.6971928401302,36
"2015 - 2019","spain","es0880a","pm25",8.75382239219061,7.649999995
"2015 - 2019","spain","es0890a","no2",36.9995800824365,35
"2015 - 2019","spain","es0890a","o3",44.5012526891845,46.75
"2015 - 2019","spain","es0890a","pm25",19.9903056442486,18
"2015 - 2019","spain","es1018a","no2",40.255466392532,34.5
"2015 - 2019","spain","es1018a","o3",26,26
"2015 - 2019","spain","es1037a","no2",28.6127183303251,25.125
"2015 - 2019","spain","es1037a","pm25",11.5363915460782,10.5
"2015 - 2019","spain","es1038a","no2",15.7842554725346,12.75
"2015 - 2019","spain","es1038a","o3",44.4190031593682,43.125
"2015 - 2019","spain","es1039a","no2",19.5791110498539,14.75
"2015 - 2019","spain","es1047a","no2",26.4195628262636,23.104999995
"2015 - 2019","spain","es1047a","o3",48.9733326119549,53.0324999975
"2015 - 2019","spain","es1096a","no2",23.1748322823758,20
"2015 - 2019","spain","es1096a","o3",34.1325608281749,36.5
"2015 - 2019","spain","es1096a","pm25",10.4096690619978,7.29999999
"2015 - 2019","spain","es1125a","no2",30.2592427238333,25.5
"2015 - 2019","spain","es1125a","o3",42.0516785429188,48
"2015 - 2019","spain","es1137a","no2",26.6312469493969,20.5
"2015 - 2019","spain","es1137a","o3",47.3654309379749,49.75
"2015 - 2019","spain","es1137a","pm25",10.5022825342957,8
"2015 - 2019","spain","es1148a","no2",39.7624930821713,36.75
"2015 - 2019","spain","es1148a","pm25",16.1631330756468,15.3749999975
"2015 - 2019","spain","es1160a","no2",15.1943590421493,11.5
"2015 - 2019","spain","es1161a","no2",26.3867624350415,21
"2015 - 2019","spain","es1181a","no2",24.5417537257297,19
"2015 - 2019","spain","es1181a","o3",50.8356207941477,55
"2015 - 2019","spain","es1181a","pm25",11.3632702477109,9
"2015 - 2019","spain","es1182a","no2",13.0175176195922,9
"2015 - 2019","spain","es1182a","o3",59.0857700505376,64
"2015 - 2019","spain","es1185a","no2",17.8122469012107,13
"2015 - 2019","spain","es1185a","o3",57.7633441165311,58.25
"2015 - 2019","spain","es1225a","no2",22.4609279975221,19
"2015 - 2019","spain","es1225a","o3",20,20
"2015 - 2019","spain","es1225a","pm25",16.2403210457292,14.915
"2015 - 2019","spain","es1231a","no2",26.4690334600414,22
"2015 - 2019","spain","es1231a","o3",40.5323471064318,39.75
"2015 - 2019","spain","es1239a","no2",36.9311111266068,35
"2015 - 2019","spain","es1239a","o3",44.8964399807805,49.5
"2015 - 2019","spain","es1239a","pm25",12.6864411671333,9
"2015 - 2019","spain","es1244a","no2",31.1267669626222,28.5
"2015 - 2019","spain","es1244a","o3",33.057032967033,26.75
"2015 - 2019","spain","es1262a","no2",37.9825207630806,35
"2015 - 2019","spain","es1262a","o3",12,12
"2015 - 2019","spain","es1262a","pm25",15.5371717420542,13.725
"2015 - 2019","spain","es1268a","no2",23.7962945555888,19.25
"2015 - 2019","spain","es1268a","o3",47.2992938726377,47.5
"2015 - 2019","spain","es1269a","no2",30.8202670202669,27
"2015 - 2019","spain","es1269a","o3",37.1605013122283,39
"2015 - 2019","spain","es1269a","pm25",13.6352062088565,10
"2015 - 2019","spain","es1270a","no2",24.0896862979222,21.5
"2015 - 2019","spain","es1270a","o3",39.4082647694327,41
"2015 - 2019","spain","es1271a","no2",24.5931654065381,20.25
"2015 - 2019","spain","es1271a","o3",40.7307079876762,42
"2015 - 2019","spain","es1272a","no2",27.2287324174801,22.5
"2015 - 2019","spain","es1272a","o3",38.3572060675863,39
"2015 - 2019","spain","es1272a","pm25",11.1532953032738,9
"2015 - 2019","spain","es1340a","no2",18.645885239045,14.5
"2015 - 2019","spain","es1353a","no2",16.9220840013562,13
"2015 - 2019","spain","es1353a","o3",44.9355215619655,42
"2015 - 2019","spain","es1353a","pm25",12.343711099141,8.3
"2015 - 2019","spain","es1358a","no2",21.2186448017092,17
"2015 - 2019","spain","es1358a","o3",42.6460476827576,45
"2015 - 2019","spain","es1370a","no2",11.5998793035762,9
"2015 - 2019","spain","es1370a","o3",66.1504751426154,67
"2015 - 2019","spain","es1393a","no2",24.4450141779232,20.5
"2015 - 2019","spain","es1393a","o3",61.6808072382571,69
"2015 - 2019","spain","es1393a","pm25",13.2754032907317,12
"2015 - 2019","spain","es1396a","no2",33.768757334193,27
"2015 - 2019","spain","es1417a","no2",17.1040637886571,12.75
"2015 - 2019","spain","es1417a","o3",62.2220636796331,70
"2015 - 2019","spain","es1417a","pm25",9.05318266093701,8
"2015 - 2019","spain","es1421a","no2",11.8991324533604,9
"2015 - 2019","spain","es1421a","o3",62.7594441046743,69.625
"2015 - 2019","spain","es1421a","pm25",8.65968813070048,7.5
"2015 - 2019","spain","es1422a","no2",45.2222887225379,40
"2015 - 2019","spain","es1422a","o3",41.1803635965607,39.945
"2015 - 2019","spain","es1424a","no2",21.0139860194627,17.5
"2015 - 2019","spain","es1424a","o3",38.8284708138455,41
"2015 - 2019","spain","es1425a","no2",25.3752392514664,20
"2015 - 2019","spain","es1425a","pm25",13.7024744970949,13.25
"2015 - 2019","spain","es1426a","no2",39.7691311989726,30
"2015 - 2019","spain","es1438a","no2",54.2725270374586,51
"2015 - 2019","spain","es1438a","o3",22,22
"2015 - 2019","spain","es1438a","pm25",17.9927159883396,16.5
"2015 - 2019","spain","es1442a","no2",21.6379923713691,17
"2015 - 2019","spain","es1443a","no2",10.2553462071338,5
"2015 - 2019","spain","es1443a","o3",59.3537430468987,63.5
"2015 - 2019","spain","es1443a","pm25",7.17357262631917,6
"2015 - 2019","spain","es1453a","no2",34.7374601382283,32
"2015 - 2019","spain","es1453a","pm25",16.7018290039372,15.2699999975
"2015 - 2019","spain","es1472a","no2",22.228489004014,16.1
"2015 - 2019","spain","es1472a","o3",46.3411174036959,50.25
"2015 - 2019","spain","es1472a","pm25",9.95369684404984,7.799999995
"2015 - 2019","spain","es1479a","no2",14.3349009045248,10
"2015 - 2019","spain","es1479a","o3",70.3822771767251,75.5
"2015 - 2019","spain","es1479a","pm25",10.023639128328,9
"2015 - 2019","spain","es1480a","no2",49.2357834584359,45
"2015 - 2019","spain","es1480a","o3",13,13
"2015 - 2019","spain","es1480a","pm25",15.3322097842797,14.025
"2015 - 2019","spain","es1492a","no2",25.1847504416718,20.5
"2015 - 2019","spain","es1492a","pm25",9.56426166422645,8
"2015 - 2019","spain","es1494a","no2",29.2087551877663,26
"2015 - 2019","spain","es1494a","pm25",8.16517014080438,7
"2015 - 2019","spain","es1497a","no2",26.1716073028333,24
"2015 - 2019","spain","es1498a","no2",26.1689238483766,22
"2015 - 2019","spain","es1501a","no2",17.4050427775947,14
"2015 - 2019","spain","es1501a","o3",44.1917075723054,44.5
"2015 - 2019","spain","es1502a","no2",24.0113946590389,19.5
"2015 - 2019","spain","es1516a","no2",13.2412298443675,10
"2015 - 2019","spain","es1516a","o3",63.8912229887299,67.5
"2015 - 2019","spain","es1521a","no2",40.4529341272567,28
"2015 - 2019","spain","es1521a","o3",51.7399650325325,60.614999995
"2015 - 2019","spain","es1525a","no2",42.5668794391609,31
"2015 - 2019","spain","es1525a","pm25",10.2870488056491,8
"2015 - 2019","spain","es1529a","no2",14.8971702324756,11.085
"2015 - 2019","spain","es1529a","o3",53.1881984351456,50.875
"2015 - 2019","spain","es1529a","pm25",10.039692713719,8.25
"2015 - 2019","spain","es1530a","no2",12.8468930435267,9.75
"2015 - 2019","spain","es1530a","o3",58.8392082551877,60.875
"2015 - 2019","spain","es1530a","pm25",8.1942640464111,7
"2015 - 2019","spain","es1532a","no2",38.9837317120269,27.5
"2015 - 2019","spain","es1537a","no2",19.944279369972,12
"2015 - 2019","spain","es1537a","o3",55.7680478295344,60
"2015 - 2019","spain","es1549a","no2",17.9828285296637,11
"2015 - 2019","spain","es1549a","o3",62.6727078515611,70
"2015 - 2019","spain","es1551a","no2",36.6068580830957,31
"2015 - 2019","spain","es1560a","no2",46.5584401112781,41
"2015 - 2019","spain","es1560a","pm25",22.2295621380155,20
"2015 - 2019","spain","es1563a","no2",34.0326019793678,22.5
"2015 - 2019","spain","es1563a","o3",52.9434604313706,57.75
"2015 - 2019","spain","es1563a","pm25",12.4993993056872,10
"2015 - 2019","spain","es1564a","no2",28.6575662322221,17
"2015 - 2019","spain","es1564a","o3",58.0565476697704,66.5
